"userId","ageGroup","originCountry","fitnessLevel","groupType","preferredTerrain","preferredMood","preferredDifficulty","travelStyle","avoidCrowds","preferredSeason","avoidedHotspot","recommendedDestination","selectedDestination","completedTrail","trailDurationHours","elevationPreference","weatherSensitivity","biodiversityInterest","sustainabilityScore","crowdPressureAvoided","localImpactEuro","rating","wouldRecommend","travelDate"
"PF46349126","55-64","Germany","low","solo","forest","authentic","moderate","adventure","1","Summer","Corfu Old Town","Apollo Trails","Apollo Trails","Andritsaina Historic Route","4.9","medium","low","0","95","41","143","4.4","1","2025-08-12"
"PF58374127","35-44","France","high","friends","village","peaceful","hard","slow-travel","1","Summer","Athens Center","Menalon Trail","Menalon Trail","Stemnitsa to Dimitsana","6.2","low","medium","0","96","57","166","4.1","1","2025-08-18"
"PF85750128","18-24","Greece","high","couple","coast","authentic","hard","slow-travel","1","Summer","Corfu Old Town","Menalon Trail","Menalon Trail","Elati to Vytina","5.5","low","medium","0","76","46","206","4.2","1","2025-08-08"
"PF57242129","25-34","France","medium","friends","village","wild","easy","weekend-getaway","1","Winter","Navagio Beach","Menalon Trail","Menalon Trail","Stemnitsa to Dimitsana","1.5","low","medium","0","72","46","191","4.1","1","2026-01-30"
"PF55032130","45-54","Sweden","low","couple","coast","peaceful","easy","nature-immersion","1","Autumn","Santorini","Prespes","Prespes","Vrontero Cave Path","2.6","low","high","0","90","48","57","4.4","1","2024-11-09"
"PF31511131","25-34","Italy","medium","friends","forest","remote","hard","nature-immersion","1","Winter","Corfu Old Town","Apollo Trails","Apollo Trails","Neda Waterfalls Path","8.4","medium","medium","1","95","47","103","4.1","1","2025-01-26"
"PF88774132","35-44","USA","medium","friends","coast","quiet","easy","weekend-getaway","1","Winter","Mykonos","Prespes","Prespes","Pyli to Daseri","3.9","low","high","0","85","79","68","4.1","1","2025-01-12"
"PF11581133","65+","Austria","medium","couple","village","quiet","easy","weekend-getaway","1","Summer","Oia","Prespes","Zagori / Vikos Gorge","Vikos Gorge Crossing","1.5","low","high","0","71","37","242","4.3","1","2025-08-21"
"PF75673134","45-54","France","medium","family","river","peaceful","moderate","adventure","1","Summer","Meteora","Pertouli Trails","Pertouli Trails","Elati Forest Loop","4.7","medium","low","1","94","38","119","4.6","1","2025-07-03"
"PF21300135","55-64","Germany","low","solo","coast","peaceful","moderate","adventure","1","Summer","Santorini","Menalon Trail","Menalon Trail","Elati to Vytina","5.1","low","low","1","78","51","135","4","1","2025-08-03"
"PF25473136","45-54","Germany","medium","couple","island","quiet","hard","slow-travel","1","Autumn","Oia","Zagori / Vikos Gorge","Prespes","Vrontero Cave Path","7.8","medium","low","0","91","44","98","4.7","1","2024-11-03"
"PF11610137","25-34","France","medium","couple","coast","quiet","hard","slow-travel","1","Winter","Navagio Beach","Tzoumerka","Tzoumerka","Pramanta Refuge Trail","6.3","low","high","0","88","77","70","4.4","1","2024-12-24"
"PF77603138","65+","Canada","low","couple","coast","quiet","moderate","weekend-getaway","1","Spring","Meteora","Prespes","Prespes","Psarades Cape Trail","5.7","low","high","1","84","77","191","5","1","2025-05-20"
"PF81638139","45-54","UK","medium","couple","village","authentic","hard","weekend-getaway","1","Spring","Navagio Beach","Kythera Trails","Anafi","Mt Kalamos Ascent","5.8","low","low","0","77","83","165","5","1","2025-03-26"
"PF22193140","18-24","UK","high","couple","island","wild","expert","nature-immersion","0","Autumn","Navagio Beach","Zagori / Vikos Gorge","Zagori / Vikos Gorge","Dragon Lake Hike","7.2","medium","medium","1","91","46","100","4.2","1","2025-09-19"
"PF61505141","45-54","Netherlands","medium","couple","island","authentic","expert","adventure","1","Autumn","Mykonos","Zagori / Vikos Gorge","Zagori / Vikos Gorge","Vikos Gorge Crossing","6.9","medium","medium","0","73","75","237","4","1","2025-09-12"
"PF25717142","18-24","Netherlands","high","friends","coast","adventurous","hard","adventure","0","Winter","Corfu Old Town","Poros Trails","Poros Trails","Lemon Forest Walk","7","low","low","0","79","63","249","5","1","2024-12-02"
"PF69270143","35-44","USA","low","family","coast","authentic","easy","slow-travel","0","Spring","Corfu Old Town","Menalon Trail","Menalon Trail","Valtesiniko Trail","3.2","low","medium","0","96","39","45","5","1","2025-05-22"
"PF68121144","45-54","Germany","high","couple","coast","quiet","moderate","nature-immersion","1","Summer","Santorini","Zagori / Vikos Gorge","Zagori / Vikos Gorge","Dragon Lake Hike","4.6","low","medium","1","75","75","94","4.9","1","2025-08-09"
"PF29481145","18-24","USA","medium","friends","village","cinematic","moderate","nature-immersion","1","Autumn","Santorini","Prespes","Prespes","Psarades Cape Trail","5.4","low","low","1","95","32","137","4.7","1","2025-11-03"
"PF73527146","25-34","USA","medium","solo","village","adventurous","hard","adventure","1","Summer","Santorini","Menalon Trail","Menalon Trail","Valtesiniko Trail","7.8","low","high","0","75","42","103","4.6","1","2025-07-31"
"PF17328147","45-54","Austria","high","couple","village","peaceful","moderate","adventure","1","Spring","Mykonos","Zagori / Vikos Gorge","Zagori / Vikos Gorge","Papigo Pools Route","5.6","low","medium","1","88","48","184","4.9","1","2026-03-20"
"PF33010148","35-44","Germany","medium","family","coast","authentic","easy","slow-travel","1","Winter","Oia","Menalon Trail","Menalon Trail","Elati to Vytina","1.6","low","low","1","92","48","238","3.9","0","2025-01-14"
"PF96787149","25-34","Germany","medium","solo","gorge","adventurous","moderate","nature-immersion","1","Spring","Corfu Old Town","Apollo Trails","Apollo Trails","Mount Lykaion Ascent","5.5","high","high","0","82","69","227","4.6","1","2025-03-11"
"PF10235150","55-64","Austria","medium","family","forest","authentic","easy","slow-travel","1","Winter","Meteora","Pertouli Trails","Pertouli Trails","Koziakas Refuge Path","2.5","medium","high","0","77","74","121","4","1","2025-01-30"
"PF97821151","35-44","Switzerland","medium","couple","village","authentic","expert","slow-travel","1","Winter","Corfu Old Town","Menalon Trail","Menalon Trail","Valtesiniko Trail","8.4","low","medium","1","85","78","129","4.5","1","2025-02-12"
"PF85766152","35-44","Italy","low","friends","coast","authentic","easy","weekend-getaway","1","Spring","Santorini","Prespes","Prespes","Psarades Cape Trail","3.7","low","low","1","98","41","126","4.5","1","2026-03-10"
"PF66534153","55-64","Germany","low","couple","coast","authentic","moderate","adventure","1","Spring","Mykonos","Menalon Trail","Menalon Trail","Lagkadia Route","4.4","low","high","0","71","80","186","4.5","1","2026-03-18"
"PF57294154","18-24","Germany","high","friends","coast","authentic","hard","slow-travel","1","Spring","Mykonos","Zagori / Vikos Gorge","Zagori / Vikos Gorge","Vikos Gorge Crossing","6.9","low","low","0","78","41","204","4.5","1","2025-05-09"
"PF59996155","25-34","France","high","solo","island","cinematic","expert","weekend-getaway","1","Spring","Oia","Tzoumerka","Tzoumerka","Katarraktis Waterfalls","6.5","medium","low","1","83","59","181","3.9","0","2026-04-20"
"PF80190156","35-44","Austria","medium","couple","island","peaceful","expert","nature-immersion","1","Winter","Corfu Old Town","Poros Trails","Poros Trails","Lemon Forest Walk","6","medium","high","0","76","54","72","3.9","1","2026-01-20"
"PF92211157","18-24","USA","high","couple","village","authentic","expert","slow-travel","0","Winter","Athens Center","Tzoumerka","Tzoumerka","Katarraktis Waterfalls","7.3","low","medium","0","73","83","78","4","1","2025-02-11"
"PF83752158","45-54","Netherlands","high","friends","island","quiet","hard","weekend-getaway","1","Autumn","Athens Center","Zagori / Vikos Gorge","Zagori / Vikos Gorge","Vikos Gorge Crossing","6.7","medium","low","0","89","81","49","4.3","1","2025-10-06"
"PF16460159","45-54","Austria","low","friends","island","quiet","easy","weekend-getaway","1","Winter","Meteora","Prespes","Menalon Trail","Stemnitsa to Dimitsana","2.4","medium","low","1","84","71","108","4.7","1","2025-01-31"
"PF37707160","55-64","France","low","couple","village","quiet","easy","slow-travel","1","Autumn","Mykonos","Prespes","Prespes","Psarades Cape Trail","2","low","high","1","96","37","103","3.8","1","2025-11-05"
"PF45910161","25-34","France","high","friends","village","adventurous","expert","adventure","1","Winter","Meteora","Tzoumerka","Tzoumerka","Matsouki Trail","6.5","low","high","0","96","63","231","4.8","1","2025-02-01"
"PF60667162","18-24","Greece","medium","solo","village","remote","easy","adventure","1","Summer","Navagio Beach","Zagori / Vikos Gorge","Zagori / Vikos Gorge","Vikos Gorge Crossing","2.9","low","high","1","90","52","193","4.8","1","2025-06-18"
"PF50037163","45-54","Italy","high","friends","coast","authentic","expert","nature-immersion","1","Summer","Meteora","Zagori / Vikos Gorge","Zagori / Vikos Gorge","Voidomatis River Path","5.8","low","low","1","91","77","183","4.6","1","2025-08-17"
"PF24169164","35-44","UK","medium","couple","village","authentic","expert","weekend-getaway","1","Summer","Mykonos","Zagori / Vikos Gorge","Zagori / Vikos Gorge","Vikos Gorge Crossing","7.5","low","low","1","74","33","207","4.4","1","2025-08-30"
"PF64862165","25-34","Netherlands","high","couple","village","adventurous","hard","weekend-getaway","1","Summer","Navagio Beach","Zagori / Vikos Gorge","Zagori / Vikos Gorge","Dragon Lake Hike","7","low","high","0","96","53","115","3.9","1","2025-07-23"
"PF83273166","45-54","Germany","medium","couple","coast","peaceful","hard","weekend-getaway","1","Winter","Mykonos","Tzoumerka","Tzoumerka","Syrrako to Kalarrytes","7.3","low","medium","0","97","45","160","3.9","1","2026-02-27"
"PF75598167","18-24","Italy","high","couple","coast","adventurous","moderate","adventure","1","Spring","Mykonos","Tzoumerka","Tzoumerka","Kouiassa Path","4.4","low","low","0","75","40","164","4.2","1","2025-05-01"
"PF17603168","18-24","UK","medium","couple","village","remote","expert","nature-immersion","0","Autumn","Corfu Old Town","Menalon Trail","Menalon Trail","Valtesiniko Trail","6.7","low","medium","0","82","30","49","4.4","1","2025-11-18"
"PF52233169","45-54","USA","low","family","village","authentic","moderate","adventure","1","Spring","Navagio Beach","Menalon Trail","Menalon Trail","Valtesiniko Trail","4","low","high","0","79","67","156","4.7","1","2026-04-21"
"PF27536170","25-34","Switzerland","medium","couple","village","adventurous","moderate","nature-immersion","1","Summer","Santorini","Zagori / Vikos Gorge","Zagori / Vikos Gorge","Vikos Gorge Crossing","3.9","low","low","1","90","34","136","4.9","1","2025-07-20"
"PF91675171","18-24","Spain","high","solo","island","quiet","expert","slow-travel","1","Spring","Athens Center","Zagori / Vikos Gorge","Zagori / Vikos Gorge","Beloi Viewpoint Trail","7.6","medium","high","1","79","83","209","3.9","0","2025-03-21"
"PF23751172","35-44","USA","medium","family","coast","authentic","easy","adventure","1","Autumn","Corfu Old Town","Prespes","Zagori / Vikos Gorge","Dragon Lake Hike","1.6","low","medium","1","76","91","124","4.1","1","2024-11-14"
"PF24474173","45-54","Italy","low","family","island","remote","easy","slow-travel","1","Winter","Navagio Beach","Menalon Trail","Menalon Trail","Stemnitsa to Dimitsana","4.1","medium","medium","1","81","70","149","4.7","1","2025-02-06"
"PF16014174","18-24","Germany","medium","couple","coast","remote","expert","weekend-getaway","1","Spring","Navagio Beach","Menalon Trail","Menalon Trail","Valtesiniko Trail","6.3","low","medium","1","92","91","244","4.3","1","2025-04-20"
"PF17686175","65+","Greece","medium","couple","coast","quiet","expert","nature-immersion","1","Autumn","Mykonos","Prespes","Prespes","Psarades Cape Trail","5.8","low","medium","0","84","35","56","4.1","1","2025-09-18"
"PF98857176","35-44","Netherlands","medium","friends","coast","quiet","hard","weekend-getaway","1","Winter","Oia","Zagori / Vikos Gorge","Zagori / Vikos Gorge","Beloi Viewpoint Trail","7.5","low","low","0","82","49","182","4.9","1","2024-12-26"
"PF30568177","35-44","France","low","family","village","peaceful","moderate","weekend-getaway","1","Winter","Mykonos","Menalon Trail","Menalon Trail","Elati to Vytina","4.7","low","high","1","72","88","153","4.8","1","2026-02-02"
"PF75333178","25-34","Germany","high","solo","village","adventurous","expert","nature-immersion","1","Summer","Santorini","Anafi","Anafi","Roukounas Beach Path","6.1","low","low","0","84","73","133","4.8","1","2025-06-17"
"PF53512179","35-44","USA","medium","family","village","authentic","moderate","slow-travel","1","Winter","Navagio Beach","Prespes","Prespes","Vrontero Cave Path","5.6","low","high","1","98","51","166","4","1","2025-12-25"
"PF90065180","25-34","Germany","medium","couple","island","wild","expert","adventure","1","Winter","Navagio Beach","Tzoumerka","Tzoumerka","Kouiassa Path","6.9","medium","low","1","86","47","167","3.8","1","2026-01-18"
"PF73298181","55-64","Netherlands","medium","couple","coast","authentic","moderate","adventure","1","Winter","Santorini","Prespes","Prespes","Pyli to Daseri","4.3","low","medium","0","79","87","246","4","1","2025-12-28"
"PF77147182","25-34","Italy","high","couple","village","wild","expert","adventure","1","Spring","Mykonos","Zagori / Vikos Gorge","Zagori / Vikos Gorge","Beloi Viewpoint Trail","8.4","low","high","1","86","71","221","3.9","0","2026-03-07"
"PF97445183","45-54","Italy","medium","friends","mountain","quiet","easy","nature-immersion","1","Summer","Corfu Old Town","Apollo Trails","Apollo Trails","Mount Lykaion Ascent","2.1","high","high","1","79","62","77","4.8","1","2025-08-30"
"PF80932184","18-24","Greece","high","couple","village","cinematic","expert","adventure","0","Autumn","Navagio Beach","Menalon Trail","Menalon Trail","Nymfasia to Magouliana","5.6","low","medium","0","82","83","241","5","1","2025-09-17"
"PF17051185","18-24","UK","high","couple","village","remote","expert","adventure","1","Winter","Navagio Beach","Zagori / Vikos Gorge","Zagori / Vikos Gorge","Voidomatis River Path","6.1","low","low","0","76","67","154","4","1","2025-01-16"
"PF32779186","45-54","Germany","medium","couple","island","authentic","moderate","adventure","1","Autumn","Oia","Tinos Trails","Tinos Trails","Volax Boulders Route","6.3","medium","low","0","71","68","165","4.7","1","2025-11-02"
"PF51662187","35-44","Canada","medium","couple","coast","peaceful","hard","nature-immersion","1","Autumn","Santorini","Menalon Trail","Menalon Trail","Nymfasia to Magouliana","6.2","low","low","1","86","90","183","4.8","1","2024-11-10"
"PF55351188","25-34","Switzerland","high","couple","mountain","remote","expert","weekend-getaway","1","Summer","Athens Center","Apollo Trails","Apollo Trails","Andritsaina Historic Route","8","high","medium","0","86","95","154","4.4","1","2025-08-31"
"PF35232189","25-34","Germany","high","couple","island","quiet","expert","slow-travel","1","Winter","Mykonos","Menalon Trail","Prespes","Agios Achilleios Loop","8","medium","low","0","94","85","205","4.8","1","2025-01-13"
"PF30152190","18-24","Italy","medium","solo","coast","cinematic","expert","weekend-getaway","1","Winter","Oia","Menalon Trail","Zagori / Vikos Gorge","Dragon Lake Hike","6.8","low","high","1","82","45","176","3.8","1","2024-12-17"
"PF19514191","25-34","USA","high","friends","coast","cinematic","moderate","weekend-getaway","0","Summer","Corfu Old Town","Zagori / Vikos Gorge","Zagori / Vikos Gorge","Vikos Gorge Crossing","5.1","low","high","0","93","80","243","4.8","1","2025-08-30"
"PF28884192","25-34","Switzerland","high","friends","village","quiet","expert","slow-travel","1","Spring","Oia","Prespes","Prespes","Pyli to Daseri","8.300000000000001","low","medium","1","76","74","94","4.3","1","2026-04-09"
"PF34116193","25-34","Greece","medium","couple","coast","peaceful","easy","slow-travel","1","Summer","Oia","Tzoumerka","Tzoumerka","Katarraktis Waterfalls","2.1","low","low","0","85","72","131","4","1","2025-06-29"
"PF91201194","18-24","Germany","medium","friends","coast","adventurous","moderate","adventure","1","Spring","Oia","Menalon Trail","Tzoumerka","Katarraktis Waterfalls","5.9","low","low","0","93","85","110","4.8","1","2025-03-18"
"PF53458195","55-64","France","low","couple","island","quiet","moderate","adventure","1","Winter","Navagio Beach","Menalon Trail","Zagori / Vikos Gorge","Voidomatis River Path","5.7","medium","low","0","72","39","44","4.8","1","2024-12-02"
"PF85877196","25-34","USA","high","friends","village","wild","hard","nature-immersion","1","Autumn","Navagio Beach","Zagori / Vikos Gorge","Zagori / Vikos Gorge","Voidomatis River Path","5.9","low","low","0","86","41","141","4.2","1","2024-11-11"
"PF90482197","35-44","Netherlands","low","family","island","authentic","easy","adventure","1","Autumn","Navagio Beach","Prespes","Prespes","Pyli to Daseri","2.3","medium","high","0","71","56","172","4.9","1","2025-11-05"
"PF69591198","55-64","Germany","low","family","coast","peaceful","moderate","weekend-getaway","1","Summer","Corfu Old Town","Poros Trails","Poros Trails","Lemon Forest Walk","4.6","low","low","0","98","39","172","4.1","1","2025-06-17"
"PF56255199","45-54","UK","high","couple","island","quiet","moderate","adventure","1","Autumn","Athens Center","Poros Trails","Poros Trails","Russian Bay Trail","4.1","medium","medium","1","89","45","209","4.1","1","2025-10-05"
"PF73113200","35-44","France","medium","family","island","peaceful","easy","adventure","1","Autumn","Santorini","Menalon Trail","Menalon Trail","Lagkadia Route","1.7","medium","medium","1","75","81","193","5","1","2024-11-20"
"PF96736201","45-54","Austria","medium","family","village","authentic","moderate","nature-immersion","1","Summer","Mykonos","Prespes","Prespes","Psarades Cape Trail","4","low","low","1","80","88","192","4.5","1","2025-06-24"
"PF27329202","18-24","UK","high","friends","village","wild","expert","adventure","1","Autumn","Oia","Tzoumerka","Menalon Trail","Stemnitsa to Dimitsana","7.8","low","high","1","85","46","194","4.4","1","2024-11-02"
"PF98940203","35-44","USA","low","family","forest","authentic","easy","adventure","1","Winter","Corfu Old Town","Apollo Trails","Apollo Trails","Neda Waterfalls Path","2.3","medium","high","0","97","40","112","4.5","1","2025-12-24"
"PF10716204","45-54","Netherlands","low","couple","coast","peaceful","moderate","adventure","1","Winter","Navagio Beach","Menalon Trail","Menalon Trail","Elati to Vytina","4.3","low","low","0","83","76","196","4.1","1","2025-12-12"
"PF64162205","35-44","USA","medium","family","village","authentic","easy","weekend-getaway","1","Autumn","Oia","Prespes","Prespes","Agios Achilleios Loop","2.8","low","low","1","75","42","94","4.4","1","2025-10-13"
"PF90481206","35-44","Italy","high","couple","island","peaceful","hard","slow-travel","1","Spring","Athens Center","Zagori / Vikos Gorge","Zagori / Vikos Gorge","Papigo Pools Route","5.7","medium","high","0","93","79","142","4.5","1","2026-04-18"
"PF88311207","18-24","Netherlands","high","solo","village","cinematic","moderate","weekend-getaway","1","Winter","Mykonos","Tzoumerka","Tzoumerka","Pramanta Refuge Trail","5.5","low","medium","1","77","30","80","3.9","0","2025-12-15"
"PF61792208","25-34","UK","high","couple","island","cinematic","expert","weekend-getaway","1","Spring","Navagio Beach","Zagori / Vikos Gorge","Zagori / Vikos Gorge","Papigo Pools Route","8.4","medium","medium","0","82","30","106","4","1","2026-04-03"
"PF19487209","35-44","UK","medium","couple","coast","authentic","expert","weekend-getaway","1","Autumn","Navagio Beach","Menalon Trail","Menalon Trail","Elati to Vytina","7.5","low","low","0","97","33","163","3.9","1","2025-11-27"
"PF38885210","35-44","UK","high","family","island","peaceful","easy","slow-travel","1","Spring","Meteora","Zagori / Vikos Gorge","Zagori / Vikos Gorge","Papigo Pools Route","2.9","medium","medium","1","76","64","86","4.9","1","2025-05-14"
"PF36170211","25-34","UK","medium","couple","village","cinematic","easy","weekend-getaway","1","Spring","Mykonos","Prespes","Tzoumerka","Matsouki Trail","3.8","low","low","0","71","91","135","4.5","1","2026-03-20"
"PF85303212","55-64","France","medium","couple","coast","authentic","easy","adventure","1","Spring","Corfu Old Town","Menalon Trail","Menalon Trail","Valtesiniko Trail","3","low","medium","0","97","52","157","5","1","2026-04-15"
"PF11103213","18-24","UK","medium","friends","coast","adventurous","hard","weekend-getaway","1","Autumn","Mykonos","Zagori / Vikos Gorge","Zagori / Vikos Gorge","Voidomatis River Path","6.1","low","medium","0","76","83","219","4.7","1","2025-11-09"
"PF46651214","35-44","USA","medium","friends","village","spiritual","moderate","weekend-getaway","1","Spring","Corfu Old Town","Zagori / Vikos Gorge","Prespes","Psarades Cape Trail","4.9","low","high","1","75","83","167","4","1","2026-04-14"
"PF51383215","45-54","UK","medium","couple","coast","peaceful","hard","adventure","1","Autumn","Santorini","Prespes","Prespes","Agios Achilleios Loop","6.3","low","medium","1","87","62","128","3.8","1","2025-10-26"
"PF89374216","25-34","USA","medium","couple","island","remote","expert","weekend-getaway","1","Autumn","Meteora","Tzoumerka","Tzoumerka","Matsouki Trail","7.3","medium","medium","0","90","48","82","4.6","1","2025-10-12"
"PF90256217","35-44","Greece","low","couple","coast","authentic","moderate","weekend-getaway","1","Autumn","Navagio Beach","Menalon Trail","Menalon Trail","Valtesiniko Trail","5.8","low","medium","1","93","87","145","4","1","2024-11-24"
"PF40753218","35-44","Austria","low","couple","island","authentic","easy","slow-travel","1","Summer","Athens Center","Menalon Trail","Menalon Trail","Lagkadia Route","2.3","medium","high","0","72","79","119","4.1","1","2025-08-18"
"PF26569219","18-24","Greece","high","couple","island","cinematic","expert","weekend-getaway","1","Winter","Corfu Old Town","Menalon Trail","Zagori / Vikos Gorge","Dragon Lake Hike","7.1","medium","low","0","89","88","201","4.7","1","2026-01-20"
"PF93824220","35-44","Switzerland","medium","couple","river","peaceful","hard","weekend-getaway","1","Autumn","Meteora","Pertouli Trails","Pertouli Trails","Koziakas Refuge Path","6.4","medium","low","0","70","92","233","4.4","1","2024-11-10"
"PF48393221","35-44","Netherlands","low","friends","coast","peaceful","easy","nature-immersion","1","Summer","Athens Center","Prespes","Prespes","Pyli to Daseri","2.3","low","medium","1","90","60","172","4.7","1","2025-08-06"
"PF79722222","45-54","France","low","couple","island","quiet","easy","nature-immersion","1","Winter","Oia","Prespes","Prespes","Agios Achilleios Loop","4.4","medium","high","0","75","43","112","4.1","1","2026-01-23"
"PF40514223","18-24","Germany","high","couple","mountain","cinematic","hard","nature-immersion","1","Summer","Meteora","Pertouli Trails","Pertouli Trails","Elati Forest Loop","7.8","high","high","0","87","90","86","4","1","2025-07-15"
"PF11653224","18-24","Netherlands","high","friends","coast","authentic","hard","slow-travel","1","Spring","Navagio Beach","Prespes","Prespes","Psarades Cape Trail","7.5","low","medium","0","80","50","201","4.7","1","2026-04-18"
"PF73075225","35-44","Germany","high","couple","coast","authentic","moderate","slow-travel","1","Autumn","Athens Center","Prespes","Prespes","Agios Achilleios Loop","3.5","low","high","1","88","90","216","4.5","1","2025-11-16"
"PF42600226","25-34","Germany","high","couple","coast","authentic","moderate","slow-travel","1","Spring","Navagio Beach","Zagori / Vikos Gorge","Zagori / Vikos Gorge","Beloi Viewpoint Trail","4.5","low","low","1","95","74","246","4.9","1","2025-05-17"
"PF59514227","25-34","Germany","high","friends","coast","wild","expert","weekend-getaway","1","Winter","Oia","Prespes","Prespes","Vrontero Cave Path","6.9","low","low","0","97","50","57","4.4","1","2026-02-04"
"PF44517228","35-44","France","medium","family","forest","quiet","easy","slow-travel","1","Winter","Meteora","Pertouli Trails","Pertouli Trails","Koziakas Refuge Path","3.1","medium","medium","0","94","49","196","4.1","1","2025-12-25"
"PF24478229","18-24","Italy","high","solo","forest","authentic","expert","slow-travel","1","Winter","Athens Center","Apollo Trails","Apollo Trails","Temple of Epicurius Apollo Walk","7.4","medium","low","1","78","36","133","4.1","1","2025-01-12"
"PF37359230","35-44","Austria","medium","family","village","quiet","moderate","weekend-getaway","1","Spring","Oia","Prespes","Prespes","Agios Achilleios Loop","5.1","low","low","0","72","68","59","4.9","1","2026-04-16"
"PF40279231","35-44","Germany","medium","family","village","peaceful","moderate","adventure","1","Winter","Oia","Prespes","Prespes","Vrontero Cave Path","5.6","low","medium","0","98","43","82","4.8","1","2025-12-17"
"PF96184232","25-34","Spain","medium","friends","village","adventurous","moderate","weekend-getaway","0","Winter","Corfu Old Town","Poros Trails","Poros Trails","Russian Bay Trail","5.2","low","high","0","82","62","132","5","1","2026-02-02"
"PF10025233","45-54","Sweden","medium","friends","island","peaceful","hard","weekend-getaway","1","Spring","Santorini","Zagori / Vikos Gorge","Zagori / Vikos Gorge","Papigo Pools Route","8.300000000000001","medium","low","1","87","49","64","3.8","0","2025-04-09"
"PF58114234","55-64","UK","low","couple","coast","quiet","easy","adventure","1","Autumn","Navagio Beach","Prespes","Prespes","Psarades Cape Trail","3.3","low","medium","1","71","78","60","4.7","1","2025-10-09"
"PF66925235","25-34","Switzerland","medium","friends","village","quiet","moderate","slow-travel","0","Winter","Navagio Beach","Zagori / Vikos Gorge","Zagori / Vikos Gorge","Papigo Pools Route","4.5","low","low","0","77","49","52","4.6","1","2025-12-08"
"PF88005236","35-44","Germany","medium","couple","island","peaceful","expert","weekend-getaway","1","Spring","Santorini","Menalon Trail","Menalon Trail","Nymfasia to Magouliana","7","medium","low","0","74","47","163","4.5","1","2026-03-15"
"PF84885237","25-34","USA","medium","solo","coast","remote","hard","nature-immersion","1","Autumn","Meteora","Zagori / Vikos Gorge","Zagori / Vikos Gorge","Dragon Lake Hike","6.5","low","medium","0","81","33","237","4.2","1","2025-10-25"
"PF67961238","35-44","France","medium","family","island","spiritual","easy","adventure","1","Autumn","Corfu Old Town","Menalon Trail","Menalon Trail","Stemnitsa to Dimitsana","4.1","medium","medium","0","70","73","217","4.8","1","2025-09-09"
"PF12981239","25-34","Netherlands","high","couple","coast","cinematic","expert","nature-immersion","1","Summer","Oia","Prespes","Prespes","Agios Achilleios Loop","8.199999999999999","low","low","0","71","62","83","3.9","1","2025-08-05"
"PF95820240","55-64","Germany","medium","family","island","peaceful","moderate","weekend-getaway","1","Winter","Corfu Old Town","Poros Trails","Tzoumerka","Matsouki Trail","5","medium","low","1","73","70","164","4.8","1","2025-01-30"
"PF75621241","65+","USA","low","family","gorge","peaceful","moderate","weekend-getaway","1","Winter","Meteora","Pertouli Trails","Pertouli Trails","Pertouli Meadows Trail","4.2","high","low","0","78","37","200","4.1","1","2025-12-02"
"PF13862242","55-64","Austria","low","couple","coast","quiet","easy","adventure","1","Spring","Santorini","Prespes","Prespes","Psarades Cape Trail","3.2","low","medium","0","79","72","154","4.5","1","2025-05-31"
"PF86156243","35-44","Netherlands","medium","family","island","quiet","moderate","adventure","1","Spring","Athens Center","Menalon Trail","Menalon Trail","Lagkadia Route","3.7","medium","low","0","93","45","87","4.2","1","2025-03-30"
"PF51771244","55-64","France","low","family","village","peaceful","moderate","weekend-getaway","1","Autumn","Mykonos","Prespes","Prespes","Agios Achilleios Loop","5.3","low","low","0","77","59","99","4.6","1","2025-11-03"
"PF72469245","18-24","Greece","high","solo","coast","adventurous","moderate","nature-immersion","0","Spring","Athens Center","Poros Trails","Poros Trails","Temple of Poseidon Path","6.3","low","medium","0","77","55","233","4","1","2025-05-01"
"PF67577246","55-64","France","low","couple","coast","quiet","easy","nature-immersion","0","Winter","Corfu Old Town","Prespes","Prespes","Vrontero Cave Path","3.1","low","medium","1","84","35","102","4.4","1","2025-12-11"
"PF15144247","35-44","USA","low","couple","gorge","peaceful","easy","nature-immersion","1","Winter","Meteora","Pertouli Trails","Pertouli Trails","Red Water Spring Path","3.6","high","high","0","84","87","63","4.7","1","2025-02-24"
"PF86735248","55-64","Italy","low","couple","coast","quiet","moderate","adventure","1","Winter","Athens Center","Poros Trails","Zagori / Vikos Gorge","Vikos Gorge Crossing","5.6","low","low","0","95","50","223","4.7","1","2025-02-02"
"PF68903249","35-44","Germany","medium","friends","village","quiet","moderate","adventure","1","Winter","Athens Center","Menalon Trail","Menalon Trail","Nymfasia to Magouliana","4","low","high","0","75","36","147","4.2","1","2026-01-31"
"PF33684250","18-24","Germany","high","solo","coast","cinematic","moderate","nature-immersion","1","Autumn","Athens Center","Menalon Trail","Menalon Trail","Lagkadia Route","4.2","low","low","0","85","88","144","4.3","1","2024-11-07"
"PF81741251","25-34","USA","medium","solo","coast","quiet","hard","slow-travel","1","Summer","Santorini","Zagori / Vikos Gorge","Zagori / Vikos Gorge","Voidomatis River Path","8.300000000000001","low","high","1","73","83","85","4","1","2025-08-19"
"PF87983252","35-44","USA","medium","couple","village","authentic","easy","slow-travel","1","Spring","Meteora","Zagori / Vikos Gorge","Zagori / Vikos Gorge","Dragon Lake Hike","2.4","low","high","1","73","65","124","4.4","1","2026-04-22"
